event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
TTQ1615,"19 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Tunapuna,10.6525,-61.3888,1,"Loop News Trinidad and Tobago",National,"On 19 June 2022, in Tunapuna, Tunapuna Piarco, an armed man in a vehicle shot and injured a man while driving another vehicle along Balthazar Street (drive-by). The victim crashed after the attack. Motivations of the attack are unknown. 1 man was injured.",0,,1656342916,7686
TTQ1616,"19 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago); JTUM: Joint Trade Union Movement",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Siparia,,,Fyzabad,10.1811,-61.5458,1,"Newsday Trinidad and Tobago",National,"On 19 June 2022, in Fyzabad, Siparia, unionists, thousands of workers and unionists, including members of the Joint Trade Union Movement, staged a demonstration to call the government to increase wages. This demonstration took place during the local Labour Day celebrations in the country.",0,"crowd size=thousands",1656342916,4193
TTQ1620,"19 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Trinidad and Tobago Guardian",National,"On 19 June 2022, in San Fernando, San Fernando, gang members in a vehicle opened fire near the Brian Lara Stadium in Tarouba neighbourhood, killing two people and injuring another (drive-by). According to police, the attack is linked to gang violence and reprisal for a previous incident (unspecified). 2 fatalities.",2,,1656342917,17163
TTQ1617,"19 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Tobago,,,Scarborough,11.1823,-60.7353,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 19 June 2022, in Scarborough, Tobago, hundreds of public sector workers staged a demonstration to call the government to increase wages and disability grants. This demonstration took place during the local Labour Day celebrations in the country.",0,"crowd size=hundreds",1708384045,2766
TTQ1613,"18 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Newsday Trinidad and Tobago",National,"On 18 June 2022, in Arima, Arima, two armed men wearing ski masks entered a house, shot and killed a man on Dump Road. Although specific motivations of the attack are unknown, according to a relative, the victim had been threatened by armed men in the Heights of Guanapo and Dump Road areas. 1 fatality.",1,,1656342916,21318
TTQ1611,"15 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Newsday Trinidad and Tobago",National,"On 15 June 2022, in Arima, Arima, two armed men shot and killed a young man on Righteous Lane Extension. Motivations of the attack are unknown. 1 fatality.",1,,1655822901,21318
TTQ1610,"14 June 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Private Security Forces (Trinidad and Tobago)",,8,38,,780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Freeport,10.4582,-61.4156,1,"Newsday Trinidad and Tobago",National,"On 14 June 2022, in Freeport, Couva-Tabaquite-Talparo, two armed men shot and injured two female private security guards at a young development centre on La Cuesa Road. The armed men called the women and opened fire before running away. Motivations of the incident are unknown. 2 women were injured.",0,,1655822901,20793
TTQ1608,"13 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Diego Martin",,,"Petit Valley",10.6997,-61.5472,1,"Newsday Trinidad and Tobago",National,"On 13 June 2022, in Petit Valley, Diego Martin, an armed man in a vehicle shot and killed a man at a car wash on Morne Coco Road (drive-by). Motivations of the attack are unknown. 1 fatality.",1,,1655822901,14974
TTQ1609,"13 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,Morvant,10.6577,-61.4759,1,"Newsday Trinidad and Tobago",National,"On 13 June 2022, in Morvant, San Juan-Laventille, three armed men got out from a vehicle, shot and injured a man near the Massy Motors compound. The victim tried to escape but was shot in the back. Motivations of the attack are unknown. 1 man was injured.",0,,1655822901,21708
TTQ1607,"12 June 2022",2022,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Sangre Grande",,,"Sangre Grande",10.5871,-61.1301,1,"Trinidad and Tobago Guardian",National,"Around 12 June 2022 (as reported), in Sangre Grande, Sangre Grande, a man was killed and his charred body was found inside a burnt vehicle. The victim is believed to be a man who disappeared the day before in the area. Motivations of the attack are unknown. 1 fatality.",1,,1655822901,32732
TTQ1606,"12 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 12 June 2022, in Arima, Arima, two armed men shot and killed a young man on Pinto Road. Motivations of the attack are unknown. 1 fatality.",1,,1657033942,21318
TTQ1604,"10 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Siparia,,,Oropouche,10.217,-61.5432,1,"Loop News Trinidad and Tobago",National,"On 10 June 2022, in Oropouche, Siparia, four armed men in a vehicle shot in the head and killed a man off San Francique Road (drive-by).The attack was a second attempt to kill the man and took place when a civilian was trying to take the victim to hospital, after he had previously been shot in unspecified circumstances. Motivations of the attack are unknown. 1 fatality.",1,,1655133871,18386
TTQ1603,"10 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Newsday Trinidad and Tobago",National,"On 10 June 2022, in Port of Spain, Port of Spain, workers from the Trinidad and Tobago Electricity Commission gathered outside the Public Utilities Ministry in the St Clair neighbourhood to demand the Minister to schedule a meeting with their union and discuss work-related issues.",0,"crowd size=no report",1655133871,5007
TTQ1605,"10 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Taxi/Bus Drivers (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,California,10.3989,-61.4707,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 10 June 2022, in California, Couva-Tabaquite-Talparo, an armed man in the passenger side of a vehicle shot and killed a taxi driver standing on Junon Street West. The vehicle was being driven by an accomplice. Another man was injured during the attack. Motivations of the attack are unknown. 1 fatality.",1,,1655822900,12981
TTQ1602,"09 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Freeport,10.4582,-61.4156,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 9 June 2022, in Freeport, Couva-Tabaquite-Talparo, at least two armed men in a vehicle opened fire on four men outside a bar on Arena Road (drive-by). One of the men was shot and killed while two others were shot and injured. Motivations of the attack are unknown. The attack was recorded in a security video. 1 fatality.",1,,1655133870,20793
TTQ1601,"07 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,Barataria,10.6499,-61.4623,1,"Newsday Trinidad and Tobago",National,"On 7 June 2022, in Barataria, San Juan-Laventille, three men got out of a vehicle and opened fire on a man at Sawmill Avenue. The man was injured and taken to hospital. Motivations of the attack are unknown. 1 man was injured.",0,,1655133871,19743
TTQ1600,"07 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Diego Martin",,,"Petit Valley",10.6997,-61.5472,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian; Newsday Trinidad and Tobago",National,"On 7 June 2022, in Petit Valley, Diego Martin, three armed men opened fire on the owner of the business. One of the armed men was also shot and injured during the shootout by one of the other armed men. Motivations of the attack are unknown. One suspect was charged around 5 November. 1 fatality.",1,,1668453946,14974
TTQ1599,"04 June 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago",National,"On 4 June 2022, in Arima, Arima, several armed men clashed with police officers after they were chased by police for behaving in a suspicious manner. The armed men managed to escape, although according to the police it is possible that some of them were injured. Casualties unknown.",0,,1655133871,21318
TTQ1598,"03 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","UNC: United National Congress; Women (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Trinidad and Tobago Guardian",National,"On 3 June 2022, in Arima, Arima, over 30 female members of the United National Congress (UNC) marched from Herde's Park to the Arima Market to demand that the government take action against the abuse of women and children.",0,"crowd size=over 30",1655133871,10698
TTQ1597,"01 June 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Taxi/Bus Drivers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Trinidad and Tobago Guardian",National,"On 1 June 2022, in Port of Spain, Port of Spain, bus workers staged a demonstration during their lunchtime about bus conditions.",0,"crowd size=no report",1654532494,5007
TTQ1596,"31 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Labor Group (Trinidad and Tobago); OWTU: Oilfield Workers' Trade Union",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 31 May 2022, in San Fernando, San Fernando, workers and unionists, including members of the Oilfield Workers' Trade Union (OWTU) gathered outside a company to demonstrate against the mandatory vaccination policy as a measure to prevent the spread of coronavirus. Workers claim that the vaccination policy is being used to fire them illegally.",0,"crowd size=no report",1654532493,3766
TTQ1595,"31 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Fernando",,,Marabella,10.3073,-61.4519,1,"Trinidad and Tobago Guardian",National,"On 31 May 2022, in Marabella, San Fernando, armed men in a vehicle shot and killed a man who was riding a bicycle off the corner of Ramanan and Gopaul Streets (drive-by). Motivations of the attack are unknown. 1 fatality.",1,,1654532494,18451
TTQ1594,"30 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 30 May 2022, in Arima, Arima, four armed men dressed as policemen and soldiers got out of a vehicle and shot three people, killing two of them and injuring other. Motivations of the attack are unknown. 2 fatalities.",2,,1654532493,21318
TTQ1593,"29 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Trinidad and Tobago)",,3,"Unruly Isis Gang",,3,33,,780,Caribbean,"Trinidad and Tobago",Chaguanas,,,Enterprise,10.5226,-61.3856,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 29 May 2022, in Enterprise, Chaguanas, gang members in a vehicle opened fire and killed a suspected member of the Unruly Isis Gang (drive-by). Although the police have for years described the victim as the leader of the gang, relatives claim he is not a gang member. Other sources claim that the victim was a former member of the Unruly Isis Gang. 1 fatality.",1,,1656342916,16745
TTQ1586,"27 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","CGWTU: Contractors and General Workers Trade Union; JTUM: Joint Trade Union Movement; NUGFW: National Union of General and Federated Workers; Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Trinidad and Tobago Guardian; Loop News Trinidad and Tobago",National,"On 27 May 2022, in Port of Spain, Port of Spain, thousands of public sector workers and unionists, including members of the Contractors and General Workers Trade Union (CGWTU), the National Union of General and Federated Workers (NUGFW) and the Joint Trade Union Movement (JTUM), walked along Queen's Park West to demonstrate against the wage increase offered by the government.",0,"crowd size=thousands",1653926865,5007
TTQ1592,"27 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Tunapuna,10.6525,-61.3888,1,"Loop News Trinidad and Tobago",National,"On 27 May 2022, in Tunapuna, Tunapuna Piarco, two armed men shot and killed a man while he was driving his vehicle along St John Street. The victim crashed into a wall, tried to run away but was chased by the perpetrators. Motivations of the attack are unknown. 1 fatality.",1,,1654532494,7066
TTQ1590,"26 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","OWTU: Oilfield Workers' Trade Union; Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Loop News Trinidad and Tobago",National,"On 26 May 2022, in San Fernando, San Fernando, former employees of a public oil company gathered in front of the Union Head Office to demonstrate against the status of their medical plans. Participants were led by representatives of the Oilfield Workers Trade Union (OWTU).",0,"crowd size=no report",1653926865,3766
TTQ1583,"26 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Police Forces of Trinidad and Tobago (2015-)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Princes Town",,,"Princes Town",10.2718,-61.371,1,"Newsday Trinidad and Tobago",National,"On 26 May 2022, in Princes Town, Princes Town, an unknown number of armed men set an off-duty police officer's house on fire with him and his family inside the property. All managed to escape unharmed, although three vehicles were destroyed along with pet birds. Motivations and perpetrators of the attack are unknown. There were no casualties.",0,,1653926865,18594
TTQ1591,"26 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago",Couva-Tabaquite-Talparo,,,Couva,10.4225,-61.4675,1,"Loop News Trinidad and Tobago",National,"On 26 May 2022, in Couva, Couva-Tabaquite-Talparo, three armed men, including two members of the same family, clashed with police officers in unknown circumstances. One of the armed men was shot and injured during the shootout. 1 man was injured.",0,,1654532494,15423
TTQ1585,"25 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,Morvant,10.6577,-61.4759,1,"Loop News Trinidad and Tobago",National,"On 25 May 2022, in Morvant, San Juan-Laventille, at least three armed men in two vehicles attempted to force their way into the vehicle of a man by blocking his way. The attacker went off the vehicles and shot at the man while he was driving along the Lady Young Avenue. The man managed to escape unharmed. Motivations of the attack are unknown. There were no casualties.",0,,1653926865,21708
TTQ1582,"24 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-) Prison Guards",,1,13,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"Saint Joseph",10.2845,-61.447,1,"Loop News Trinidad and Tobago",National,"On 24 May 2022, in Saint Joseph, San Fernando, two armed men clashed with an off-duty prison officer while he was with a friend on Farm Road. The prison officer was unscathed, but his friend was slightly injured during the attack. The armed men asked the policeman and his companion not to move and shot them, to which the policeman responded. Motivations of the incident are unknown. 1 man was injured.",0,,1653926865,10558
TTQ1589,"24 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Health Workers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Trinidad and Tobago Guardian",National,"On 24 May 2022, in San Fernando, San Fernando, health workers marched through the grounds of the San Fernando General Hospital to demonstrate against the wage increase offered by the government.",0,"crowd size=no report",1653926865,3766
TTQ1584,"22 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,Curepe,10.6333,-61.4,1,"Loop News Trinidad and Tobago",National,"On 22 May 2022, in Curepe, Tunapuna Piarco, three armed men shot and injured two men at a bar along the Southern Main Road. Motivations of the attack are unknown. 2 men were injured.",0,,1653926865,5329
TTQ1588,"21 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Health Workers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Newsday Trinidad and Tobago",National,"On 21 May 2022, in San Fernando, San Fernando, for the second consecutive day, health workers marched through the grounds of the San Fernando General Hospital to demonstrate against the wage increase offered by the government.",0,"crowd size=no report",1653926865,3766
TTQ1587,"20 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","Health Workers (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"San Fernando",10.2797,-61.4684,1,"Trinidad and Tobago Guardian",National,"On 20 May 2022, in San Fernando, San Fernando, health workers marched through the grounds of the San Fernando General Hospital to demonstrate against the wage increase offered by the government.",0,"crowd size=no report",1653926865,3766
TTQ1579,"19 May 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Women (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,2,"Loop News Trinidad and Tobago",National,"On 19 May 2022, near Arima, Arima, three armed men kidnapped a woman and demanded a ransom for her release. The whereabouts of the victim are unknown.",0,,1653322636,16991
TTQ1581,"17 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)",,6,,,0,60,,780,Caribbean,"Trinidad and Tobago",Penal-Debe,,,Penal,10.1684,-61.4526,1,"Trinidad and Tobago Guardian; Newsday Trinidad and Tobago",National,"On 17 May 2022, in Penal, Penal-Debe, around 15 parents gathered outside the Penal Central Community Centre to draw the attention of the Education Minister and ask for the construction of a new school.",0,"crowd size=around 15",1653322635,3241
TTQ1578,"16 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Tunapuna Piarco",,,"Maloney Gardens",10.6185,-61.3201,1,"Loop News Trinidad and Tobago",National,"On 16 May 2022, in Maloney Gardens, Tunapuna Piarco, two armed masked men opened fire on a group of people, injuring one man in the chest. Motivations of the attack are unknown. 1 man was injured.",0,,1653322636,6416
TTQ1577,"16 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Newsday Trinidad and Tobago",National,"On 16 May 2022, in Port of Spain, Port of Spain, armed men in a vehicle opened fire on a man in another vehicle on South Quay (drive-by). The man was not injured in the attack, although there was damage to his vehicle. Motivations of the attack are unknown. There were no casualties.",0,,1653322636,11020
TTQ2482,"15 May 2022",2022,3,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Hindu Group (Trinidad and Tobago)",7,37,,780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Trinidad and Tobago Guardian",National,"Property destruction: Around 15 May 2022 (month of), in Arima, Arima, unidentified individuals broke into the Carapo Shiv Mandir Hindu Temple and desecrated with corned beef. The incident was described as a hate attack, as cows are considered sacred animals by the Hindu community.",0,,1698684042,
TTQ1580,"15 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)","Labor Group (Trinidad and Tobago)",7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Tobago,,,Scarborough,11.1823,-60.7353,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 15 May 2022, in Scarborough, Tobago, two armed men shot and killed a dancehall artist at a restaurant. Although specific motivations and perpetrators of the attack are unknown, the incident is believed to be gang-related. According to a relative, it is unknown if the man was a member of a gang but he supported the Sixx Team gang in his music. 1 fatality.",1,,1708384045,22717
TTQ1576,"14 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,"San Juan",10.6579,-61.4457,1,"Newsday Trinidad and Tobago",National,"On 14 May 2022, in San Juan, San Juan-Laventille, police officers shot and killed an armed man who opened fire on them from a vehicle on Boundary Road (drive-by). Two more people, another armed man and a police officer, were also injured during the shooting. 1 fatality.",1,,1653322636,28285
TTQ1570,"12 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago","Diego Martin",,,Cocorite,10.6811,-61.5488,1,"Trinidad and Tobago Guardian",National,"On 12 May 2022, in Cocorite, Cocorite, armed men in a vehicle shot and killed a man along the Western main Road (drive-by). Two more occupants of the vehicle, including a woman, were shot and injured during the incident. Although motivations and perpetrators are unknown, police believe the attack could lead to gang reprisals in the area. 1 fatality.",1,,1652721598,15137
TTQ1565,"12 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","San Juan-Laventille",,,"San Juan",10.6579,-61.4457,1,"Trinidad and Tobago Guardian",National,"On 12 May 2022, in San Juan, San Juan-Laventille, police clashed with armed who were setting a house on fire for unknown reasons (uncoded). A teenager was shot and killed during the shootout. 1 fatality.",1,,1652721598,28285
TTQ1571,"12 May 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Trinidad and Tobago)",,5,,,0,50,,780,Caribbean,"Trinidad and Tobago","Diego Martin",,,Cocorite,10.6811,-61.5488,1,"Trinidad and Tobago Guardian",National,"On 12 May 2022, in Cocorite, Cocorite, residents set the vehicle of a Muslim leader on fire to demonstrate over the killing of a man in the area (coded separately).",0,"crowd size=no report",1663032952,10062
TTQ1566,"10 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Trinidad and Tobago)",,3,"Unidentified Gang (Trinidad and Tobago)",,3,33,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Saint James",10.6739,-61.533,1,"Loop News Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 10 May 2022, in Saint James, Port of Spain, a gang member shot and killed a gang leader along Bombay Street. 1 fatality.",1,,1652721597,17197
TTQ1564,"10 May 2022",2022,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Trinidad and Tobago)",,3,"Police Forces of Trinidad and Tobago (2015-)",,1,13,,780,Caribbean,"Trinidad and Tobago","San Fernando",,,"Saint Joseph",10.2845,-61.447,1,"Loop News Trinidad and Tobago",National,"On 10 May 2022, in Saint Joseph, San Fernando, armed men in a vehicle shot and injured a man near the entrance to the Water and Sewerage Authority (drive-by). Police officers in charge of the security of the building opened fire and clashed with the armed men while they were fleeing the scene. Motivations of the attack are unknown. 1 man was injured.",0,,1652721598,10558
TTQ1573,"10 May 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Trinidad and Tobago)","OWTU: Oilfield Workers' Trade Union; Labor Group (Trinidad and Tobago)",6,,,0,60,,780,Caribbean,"Trinidad and Tobago","Port of Spain",,,"Port of Spain",10.6667,-61.5189,1,"Trinidad and Tobago Guardian",National,"On 10 May 2022, in Port of Spain, Port of Spain, workers and unionists from the Oilfield Workers Trade Union (OWTU) staged a demonstration over work conditions such as job security and permanent contracts for employees. Participants also blamed the Trinidad and Tobago Electrical Commission (T&TEC) due to the national blackout that affected the country months before.",0,"crowd size=no report",1652721598,5007
TTQ1563,"09 May 2022",2022,1,"Political violence",Battles,"Armed clash","Police Forces of Trinidad and Tobago (2015-)",,1,"Unidentified Armed Group (Trinidad and Tobago)",,3,13,,780,Caribbean,"Trinidad and Tobago",Penal-Debe,,,Penal,10.1684,-61.4526,1,"Newsday Trinidad and Tobago; Trinidad and Tobago Guardian",National,"On 9 May 2022, in Penal, Penal-Debe, an off-duty policeman clashed with two armed men, after they opened fire at him. One man was shot and injured during the shooting, it is unclear if the man was a gunman or a bystander in the area. 1 man was injured.",0,,1652721597,27142
TTQ1569,"09 May 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Trinidad and Tobago)",,3,"Civilians (Trinidad and Tobago)",,7,37,"Civilian targeting",780,Caribbean,"Trinidad and Tobago",Arima,,,Arima,10.6374,-61.2823,1,"Loop News Trinidad and Tobago",National,"On 9 May 2022, in Arima, Arima, two armed men called a man outside his home, shot him and killed him. Motivations of the attack are unknown. The armed men escaped in a vehicle parked in the area. 1 fatality.",1,,1652721598,21318
